"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"NXL","NUIX LIMITED","2020-12-04","Software & Services",204668042
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",66717928
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",139613587
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4184202271
"NYM","NARRYER METALS LIMITED","2022-04-14","Materials",6419250
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",22621262
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",108290942
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",193836933
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",81742056
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",3381015
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",1719568
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",12105189
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",7873850
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",1032645858
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",103184418
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",521078214
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",80853259
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1331009652
"OCN","OCEANA LITHIUM LIMITED","2022-07-01","Materials",22540000
"OCT","OCTAVA MINERALS LIMITED","2022-09-16","Materials",5537482
"OD6","OD6 METALS LIMITED","2022-06-22","Materials",31247477
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",19058848
"ODE","ODESSA MINERALS LIMITED","1986-07-03","Materials",11159761
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",17978931
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",32152588
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",16198017
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",64732632
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",1877907
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",587132396
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services",62610560
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials",2926273
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials",22100774
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods",9757962
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services","N/A"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services",6696727
"OLY","OLYMPIO METALS LIMITED","2017-09-12","Commercial & Professional Services",7782925
"OM1","OMNIA METALS GROUP LTD","2022-03-02","Materials",6020800
"OMA","OMEGA OIL & GAS LIMITED","2022-10-25","Energy",23629894
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials",520729453
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment",769003108
"OMX","ORANGE MINERALS NL","2021-12-08","Materials",6359428
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services",61285191
"OOK","OOKAMI LIMITED","2000-02-21","Materials","N/A"
"OPA","OPTIMA TECHNOLOGY GROUP LTD","2011-01-27","Software & Services",17781002
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic",531942998
"OPL","OPYL LIMITED","1996-03-07","Software & Services",1577176
"OPN","OPENN NEGOTIATION LIMITED","2021-07-21","Commercial & Professional Services",18572032
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences",431899576
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials",45403853
"ORA","ORORA LIMITED","2013-12-18","Materials",2510694816
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy",13213474637
"ORI","ORICA LIMITED","1961-11-28","Materials",7052798269
"ORM","ORION METALS LIMITED","2007-01-03","Materials","N/A"
"ORN","ORION MINERALS LTD","2003-10-31","Materials",76085595
"ORR","ORECORP LIMITED","2011-08-04","Materials",167578974
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences",46729386
"OSM","OSMOND RESOURCES LIMITED","2022-04-22","Materials",10656835
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services",17590236
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services","N/A"
"OXT","OREXPLORE TECHNOLOGIES LIMITED","2022-01-21","Class Pend",9848099
"OXX","OCTANEX LIMITED","2009-11-06","Energy",1553866
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials",9309955956
"OZM","OZAURUM RESOURCES LIMITED","2021-02-08","Materials",8890000
"OZZ","OZZ RESOURCES LIMITED","2021-07-05","Materials",3159292
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences",21233130
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences",55538993
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials",385031003
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic",321019302
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials",61679348
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials",348655381
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences",420388204
"PAT","PATRIOT LITHIUM LIMITED","2022-12-09","Materials",24490501
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services",427950979
"PBL","PARABELLUM RESOURCES LIMITED","2021-11-29","Materials",24297000
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences",181351195
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials",178377160
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic",388938846
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services",42781378
"PCL","PANCONTINENTAL ENERGY NL","1986-09-11","Energy",67988005
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",330782279
"PDIND","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",330782279
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials",1911915955
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy",2130607643
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic",473535576
"PEB","PACIFIC EDGE LIMITED","2021-09-27","Pharmaceuticals, Biotechnology & Life Sciences",364664348
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials",9273227
"PEK","PEAK RARE EARTHS LIMITED","2006-11-29","Materials",97695580
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy",163416501
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services",21229277
"PEX","PEEL MINING LIMITED","2007-05-17","Materials",87115180
"PFE","PANTERA MINERALS LIMITED","2021-08-05","Materials",9027629
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials",48263640
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services",523742356
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco",16878035
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services",223667616
"PGD","PEREGRINE GOLD LTD","2021-03-31","Materials",20229005
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic",640863483
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic",411321244
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials",354618755
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials",93061450
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials",11840426
"PGO","PACGOLD LIMITED","2021-07-08","Materials",24400456
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy",10938817
"PH2","PURE HYDROGEN CORPORATION LIMITED","2013-03-12","Energy",57451359
"PHL","PROPELL HOLDINGS LIMITED","2021-04-14","Diversified Financials",4332799
"PHO","PHOSCO LTD","2009-12-17","Materials",35673736
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic",233254150
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic",443517448
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services",18340712
"PIM","PINNACLE MINERALS LIMITED","2022-03-23","Materials",3819396
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences",111543108
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services",2004003
"PKO","PEAKO LIMITED","2009-12-02","Materials",5309014
"PL3","PATAGONIA LITHIUM LTD",,"Materials",0
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic",748756861
"PLG","PEARL GULL IRON LIMITED","2021-09-20","Materials",3193864
"PLL","PIEDMONT LITHIUM INC.","1983-03-28","Materials",1245941073
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials",11602141926
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials",74326335
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment",262390339
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic",383157827
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services",5889979069
"PMT","PATRIOT BATTERY METALS INC.","2022-12-07","Materials",72817361
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing",4018829888
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials",31344346
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials",1797288020
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials",30429672
"PNN","POWER MINERALS LIMITED","2005-04-15","Materials",36122412
"PNR","PANTORO LIMITED","1987-05-21","Materials",161872672
"PNT","PANTHER METALS LTD","2021-12-10","Materials",11198125
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services",1310647245
"PNX","PNX METALS LIMITED","2008-02-12","Materials",17776231
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities",9299432
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials",37021482
"POL","POLYMETALS RESOURCES LTD","2021-06-29","Materials",20718701
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials",132536698
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods","N/A"
"PPC","PEET LIMITED","2004-08-05","Real Estate",512561966
"PPE","PEOPLEIN LIMITED","2017-11-22","Commercial & Professional Services",316217953
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials",61773822
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services",1370130623
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods",127237243
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment",49965270
"PPM","PEPPER MONEY LIMITED","2021-05-25","Banks",633117709
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services",418159893
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials",1409206990
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials",23481367
"PR1","PURE RESOURCES LIMITED","2022-04-21","Materials",10312503
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials",68526602
"PRM","PROMINENCE ENERGY LIMITED","1992-01-23","Energy",2424609
"PRN","PERENTI LIMITED","1994-01-06","Materials",902596627
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services",44166560
"PRS","PROSPECH LIMITED.","2020-12-04","Materials",2560659
"PRT","PRT COMPANY LIMITED","1984-08-30","Media & Entertainment","N/A"
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials",3035768111
"PRX","PRODIGY GOLD NL","1986-08-21","Materials",19226711
"PSC","PROSPECT RESOURCES LIMITED","2009-12-04","Materials",53159838
"PSI","PSC INSURANCE GROUP LIMITED","2015-12-15","Insurance",1770713030
"PSL","PATERSON RESOURCES LTD","2006-10-18","Materials",9499241
"PSQ","PACIFIC SMILES GROUP LIMITED","2014-11-21","Health Care Equipment & Services",251341552
"PTG","PROPTECH GROUP LIMITED","2015-12-10","Software & Services",90221248
"PTL","PENTAL LIMITED","2000-08-29","Household & Personal Products",61365420
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","2007-05-23","Diversified Financials",1035488259
"PTR","PETRATHERM LTD","2004-07-27","Materials",11687059
"PTX","PRESCIENT THERAPEUTICS LIMITED","1986-12-19","Pharmaceuticals, Biotechnology & Life Sciences",90087274
"PUA","PEAK MINERALS LIMITED","2003-07-17","Materials",6248225
"PUR","PURSUIT MINERALS LTD","2008-09-10","Materials",18280798
"PV1","PROVARIS ENERGY LTD","2005-03-21","Energy",25220901
"PVE","PO VALLEY ENERGY LIMITED","2004-12-14","Energy",72510582
"PVL","POWERHOUSE VENTURES LIMITED","2016-10-12","Diversified Financials",6037159
"PVS","PIVOTAL SYSTEMS CORPORATION","2018-07-02","Semiconductors & Semiconductor Equipment",8613203
"PVT","PIVOTAL METALS LIMITED","2018-07-26","Materials",19567519
"PVW","PVW RESOURCES LIMITED","2009-11-12","Materials",9633541
"PWH","PWR HOLDINGS LIMITED","2015-11-18","Automobiles & Components",1062023997
"PWN","PARKWAY CORPORATE LIMITED","2011-05-13","Materials",19919524
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","2021-04-27","Retailing",472781612
"PXA","PEXA GROUP LIMITED","2021-07-01","Real Estate",2314101533
"PXS","PHARMAXIS LTD","2003-11-10","Pharmaceuticals, Biotechnology & Life Sciences",41698416
"PXX","POLARX LIMITED","2012-12-21","Materials",25705991
"PYC","PYC THERAPEUTICS LIMITED","2005-03-30","Pharmaceuticals, Biotechnology & Life Sciences",200398344
"PYR","PAYRIGHT LIMITED","2020-12-23","Diversified Financials",5566304
"QAL","QUALITAS LIMITED","2021-12-16","Diversified Financials",766681577
"QAN","QANTAS AIRWAYS LIMITED","1995-07-31","Transportation",11191834026
"QBE","QBE INSURANCE GROUP LIMITED","1973-06-28","Insurance",19702066269
"QEM","QEM LIMITED","2018-10-19","Materials",25677278
"QFE","QUICKFEE LIMITED","2019-07-11","Diversified Financials",16191703
"QGL","QUANTUM GRAPHITE LIMITED","2014-01-06","Materials",208864193
"QHL","QUICKSTEP HOLDINGS LIMITED","2005-10-17","Capital Goods",35504476
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","2016-08-31","Commercial & Professional Services",126683702
"QML","QMINES LIMITED","2021-05-06","Materials",20604015
"QPM","QUEENSLAND PACIFIC METALS LIMITED","2008-03-14","Materials",209561751
"QRI","QUALITAS REAL ESTATE INCOME FUND","2018-11-27","Not Applic",555747783
"QUB","QUBE HOLDINGS LIMITED","2007-01-04","Transportation",5014765568
"QUE","QUESTE COMMUNICATIONS LIMITED","1998-11-11","Diversified Financials",649736
"QVE","QV EQUITIES LIMITED","2014-08-22","Not Applic",211351773
"QXR","QX RESOURCES LIMITED","2011-02-17","Materials",37920080
"R3D","R3D RESOURCES LIMITED","2004-12-17","Media & Entertainment",7706660
"R8R","REGENER8 RESOURCES NL","2022-07-08","Materials",7498513
"RAC","RACE ONCOLOGY LTD","2016-07-13","Pharmaceuticals, Biotechnology & Life Sciences",330445293
"RAD","RADIOPHARM THERANOSTICS LIMITED","2021-11-25","Pharmaceuticals, Biotechnology & Life Sciences",34496144
"RAG","RAGNAR METALS LIMITED","2005-03-31","Materials",6066958
"RAN","RANGE INTERNATIONAL LIMITED","2016-07-22","Materials",5635742
"RAS","RAGUSA MINERALS LTD","2010-07-13","Diversified Financials",16283543
"RB6","RUBIX RESOURCES LIMITED","2021-12-23","Materials",4543500
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","2017-09-28","Consumer Services",761026990
"RBL","REDBUBBLE LIMITED","2016-05-16","Retailing",166632134
"RBR","RBR GROUP LIMITED","2007-02-02","Materials",4220214
"RBX","RESOURCE BASE LIMITED.","2021-07-12","Materials",5583181
"RC1","REDCASTLE RESOURCES LIMITED","2003-03-21","Materials",3939410
"RCE","RECCE PHARMACEUTICALS LTD","2016-01-15","Pharmaceuticals, Biotechnology & Life Sciences",115751552
"RCL","READCLOUD LIMITED","2018-02-07","Software & Services",13402102
"RCR","RINCON RESOURCES LIMITED","2020-12-21","Materials",5704961
"RCT","REEF CASINO TRUST","1994-02-11","Consumer Services",167331481
"RCW","RIGHTCROWD LIMITED","2017-09-18","Software & Services",13113063
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","2011-05-19","Capital Goods",161566511
"RDM","RED METAL LIMITED","2003-10-27","Materials",19156156
"RDN","RAIDEN RESOURCES LIMITED","1987-03-12","Materials",8272912
"RDS","REDSTONE RESOURCES LIMITED","2006-08-03","Materials",5894659
"RDT","RED DIRT METALS LIMITED","2017-11-03","Materials",189337249
"RDY","READYTECH HOLDINGS LIMITED","2019-04-17","Software & Services",400126479
"REA","REA GROUP LTD","1999-12-01","Media & Entertainment",15009837023
"REC","RECHARGE METALS LIMITED","2021-10-11","Materials",5695313
"RED","RED 5 LIMITED","1996-10-16","Materials",614419677
"REE","RAREX LIMITED","2007-07-11","Materials",33025035
"REG","REGIS HEALTHCARE LIMITED","2014-10-07","Health Care Equipment & Services",586770842
"REH","REECE LIMITED","1974-01-01","Capital Goods",9043778534
"REM","REMSENSE TECHNOLOGIES LIMITED","2021-11-02","Capital Goods",13562581
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","2021-10-20","Real Estate",398629332
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","2005-11-09","Transportation",156775235
"REY","REY RESOURCES LIMITED","2006-06-05","Energy",38146957
"REZ","RESOURCES & ENERGY GROUP LIMITED","2005-03-11","Materials",9496310
"RF1","REGAL INVESTMENT FUND","2019-06-17","Not Applic",609455163
"RFA","RARE FOODS AUSTRALIA LIMITED","2017-11-14","Food, Beverage & Tobacco",14540890
"RFF","RURAL FUNDS GROUP","2014-02-14","Real Estate",947630797
"RFG","RETAIL FOOD GROUP LIMITED","2006-06-22","Consumer Services",147004745
"RFT","RECTIFIER TECHNOLOGIES LTD","1994-09-22","Capital Goods",52276623
"RFX","REDFLOW LIMITED","2010-12-14","Capital Goods",40436856
"RG8","REGAL ASIAN INVESTMENTS LIMITED","2019-11-13","Not Applic",451740946
"RGI","ROTO-GRO INTERNATIONAL LIMITED","2017-02-10","Capital Goods","N/A"
"RGL","RIVERSGOLD LIMITED","2017-10-10","Materials",25527628
"RGN","REGION GROUP","2012-11-26","Real Estate",3114706939
"RGS","REGENEUS LTD","2013-09-19","Pharmaceuticals, Biotechnology & Life Sciences",14708972
"RHC","RAMSAY HEALTH CARE LIMITED","1997-09-24","Health Care Equipment & Services",14854422655
"RHI","RED HILL MINERALS LIMITED","2006-02-14","Materials",268716507
"RHT","RESONANCE HEALTH LIMITED","1987-10-23","Health Care Equipment & Services",27668976
"RHY","RHYTHM BIOSCIENCES LIMITED","2017-12-07","Health Care Equipment & Services",216081751
"RIC","RIDLEY CORPORATION LIMITED","1987-08-13","Food, Beverage & Tobacco",642184900
"RIE","RIEDEL RESOURCES LIMITED","2011-01-31","Materials",12345364
"RIM","RIMFIRE PACIFIC MINING LIMITED","1997-03-04","Materials",16256203
"RIO","RIO TINTO LIMITED","1962-09-19","Materials",42619333759
"RKN","RECKON LIMITED","1999-07-19","Software & Services",71375744
"RLC","REEDY LAGOON CORPORATION LIMITED","2007-06-22","Materials",5667196
"RLF","RLF AGTECH LTD","2022-04-21","Materials",29589324
"RLG","ROOLIFE GROUP LTD","2016-11-16","Media & Entertainment",7022309
"RLT","RENERGEN LIMITED","2019-06-06","Energy",267757067
"RMC","RESIMAC GROUP LTD","2001-03-19","Banks",420430998
"RMD","RESMED INC","1999-11-25","Health Care Equipment & Services",45831157320
"RMI","RESOURCE MINING CORPORATION LIMITED","1985-02-14","Materials",36273814
"RML","RESOLUTION MINERALS LTD","2017-09-22","Materials",8557970
"RMS","RAMELIUS RESOURCES LIMITED","2003-03-31","Materials",837404438
"RMX","RED MOUNTAIN MINING LIMITED","2011-09-01","Materials",8947570
"RMY","RMA GLOBAL LIMITED","2018-07-05","Media & Entertainment",47967611
"RND","RAND MINING LIMITED","1985-08-15","Materials",79626345
"RNE","RENU ENERGY LIMITED","2002-09-12","Utilities",21124102
"RNO","RHINOMED LIMITED","2007-09-21","Pharmaceuticals, Biotechnology & Life Sciences",28571969
"RNT","RENT.COM.AU LIMITED","1994-05-26","Media & Entertainment",18491552
"RNU","RENASCOR RESOURCES LIMITED","2010-12-15","Energy",522061725
"RNUNA","RENASCOR RESOURCES LIMITED","2010-12-15","Energy",522061725
"RNX","RENEGADE EXPLORATION LIMITED","2006-11-14","Materials",5530103
"ROC","ROCKETBOOTS LIMITED","2021-12-07","Software & Services",5061000
"ROG","RED SKY ENERGY LIMITED.","2007-05-23","Energy",26511136
"RON","RONIN RESOURCES LTD","2021-12-16","Materials",5218127
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","2017-12-07","Capital Goods",2056265
"RPG","RAPTIS GROUP LIMITED","1986-07-17","Real Estate",2095050
"RPL","REGAL PARTNERS LIMITED","2019-06-21","Diversified Financials",901044059
"RPM","RPM AUTOMOTIVE GROUP LIMITED","1983-11-10","Automobiles & Components",27933035
"RR1","REACH RESOURCES LIMITED","2002-11-06","Materials",9550253
"RRL","REGIS RESOURCES LIMITED","1987-02-19","Materials",1608205220
"RRR","REVOLVER RESOURCES HOLDINGS LTD","2021-09-23","Materials",54639145
"RSG","RESOLUTE MINING LIMITED","1979-01-11","Materials",425791227
"RSH","RESPIRI LIMITED","2000-07-14","Health Care Equipment & Services",34560663
"RTE","RETECH TECHNOLOGY CO. LIMITED","2017-06-22","Consumer Services","N/A"
"RTG","RTG MINING INC.","2014-06-05","Materials",38569305
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","2021-11-23","Commercial & Professional Services",22729293
"RTR","RUMBLE RESOURCES LIMITED","2011-07-01","Materials",137809781
"RUL","RPMGLOBAL HOLDINGS LIMITED","2008-05-27","Software & Services",401767079
"RVR","RED RIVER RESOURCES LIMITED","2005-07-15","Materials","N/A"
"RVS","REVASUM INC.","2018-12-04","Semiconductors & Semiconductor Equipment",13769165
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED","2022-12-13","Materials",64331666
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","2016-04-29","Capital Goods",2259671028
"RWD","REWARD MINERALS LTD","1991-12-12","Materials",20506782
"RWL","RUBICON WATER LIMITED","2021-09-02","Technology Hardware & Equipment",153837168
"RXH","REWARDLE HOLDINGS LIMITED","2014-10-07","Media & Entertainment",5789536
"RXL","ROX RESOURCES LIMITED","2004-04-27","Materials",39095613
"RXM","REX MINERALS LIMITED","2007-09-20","Materials",139305083
"RYD","RYDER CAPITAL LIMITED","2015-09-28","Not Applic",95966541
"RZI","RAIZ INVEST LIMITED","2018-06-21","Diversified Financials",38779868
"S2R","S2 RESOURCES LTD","2015-10-19","Materials",60668725
"S32","SOUTH32 LIMITED","2015-05-18","Materials",18761419215
"S3N","SENSORE LTD.","2022-02-11","Class Pend",25554434
"S66","STAR COMBO PHARMA LIMITED","2018-05-16","Household & Personal Products",20262447
"SAN","SAGALIO ENERGY LIMITED","2011-12-15","Energy",2660582
"SAU","SOUTHERN GOLD LIMITED","2005-04-21","Materials",6399861
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","2021-06-16","Not Applic",66662673
"SBM","ST BARBARA LIMITED","1969-05-15","Materials",620571650
"SBRDA","SABRE RESOURCES LIMITED","1987-12-17","Materials",0
"SBW","SHEKEL BRAINWEIGH LTD","2018-11-20","Software & Services",15989442
"SCG","SCENTRE GROUP","2014-06-25","Real Estate",15052097183
"SCL","SCHROLE GROUP LTD","2013-11-11","Software & Services",14167754
"SCN","SCORPION MINERALS LIMITED","2007-03-07","Materials",24360552
"SCT","SCOUT SECURITY LIMITED","2017-08-25","Consumer Services",5990261
"SCU","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"SDF","STEADFAST GROUP LIMITED","2013-08-02","Insurance",5784789755
"SDG","SUNLAND GROUP LIMITED","1995-02-28","Real Estate",243014389
"SDI","SDI LIMITED","1985-11-07","Health Care Equipment & Services",104601666
"SDR","SITEMINDER LIMITED","2021-11-08","Consumer Services",843804457
"SDV","SCIDEV LTD","2002-05-02","Materials",62635162
"SE1","SENSERA LIMITED","2016-12-23","Semiconductors & Semiconductor Equipment","N/A"
"SEC","SPHERIA EMERGING COMPANIES LIMITED","2017-12-05","Not Applic",113083190
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","2000-11-28","Media & Entertainment",65278007
"SEK","SEEK LIMITED","2005-04-19","Media & Entertainment",7520068028
"SEN","SENETAS CORPORATION LIMITED","1984-06-21","Technology Hardware & Equipment",40055256
"SEQ","SEQUOIA FINANCIAL GROUP LTD","2000-09-19","Diversified Financials",73604716
"SER","STRATEGIC ENERGY RESOURCES LIMITED","1991-08-15","Materials",4154412
"SES","SECOS GROUP LTD","1996-11-21","Materials",58949205
"SFC","SCHAFFER CORPORATION LIMITED","1974-01-01","Automobiles & Components",251852789
"SFG","SEAFARMS GROUP LIMITED","1990-06-14","Food, Beverage & Tobacco",38692793
"SFM","SANTA FE MINERALS LTD","2011-10-07","Materials",5825503
"SFR","SANDFIRE RESOURCES LIMITED","2004-03-04","Materials",2558594797
"SFX","SHEFFIELD RESOURCES LIMITED","2010-12-15","Materials",196131231
"SGA","SARYTOGAN GRAPHITE LIMITED","2022-07-18","Materials",51706907
"SGC","SACGASCO LIMITED","2005-10-11","Energy",7945352
"SGF","SG FLEET GROUP LIMITED","2014-03-04","Commercial & Professional Services",596763685
"SGH","SLATER & GORDON LIMITED","2007-05-21","Consumer Services",76179602
"SGI","STEALTH GLOBAL HOLDINGS LTD","2018-10-02","Capital Goods",13459500
"SGLLV","RICEGROWERS LIMITED","2019-04-08","Food, Beverage & Tobacco",416243951
"SGM","SIMS LIMITED","2005-10-21","Materials",2555343396
"SGP","STOCKLAND","1987-02-19","Real Estate",8999637166
"SGQ","ST GEORGE MINING LIMITED","2010-11-16","Materials",55177534
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","2011-06-06","Consumer Services",1884988136
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","2021-12-17","Capital Goods",125233890
"SHE","STONEHORSE ENERGY LIMITED","2000-07-24","Energy",8897981
"SHG","SINGULAR HEALTH GROUP LTD","2021-02-12","Health Care Equipment & Services",12413862
"SHJ","SHINE JUSTICE LTD","2013-05-15","Consumer Services",171529194
"SHL","SONIC HEALTHCARE LIMITED","1987-04-30","Health Care Equipment & Services",14556791935
"SHM","SHRIRO HOLDINGS LIMITED","2015-06-23","Consumer Durables & Apparel",72194715
"SHN","SUNSHINE GOLD LIMITED","2002-01-25","Materials",15574732
"SHO","SPORTSHERO LIMITED","2008-06-12","Media & Entertainment",9686504
